0	1.3	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0
0	0	0.8	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0
0	0	0	0.4	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0
1.9	0	0	0	0	0	0	0	0	0	0	0	7.2	0	0	0	0	0
0	0	0	0	0	0	0	0	6.75	4.125	5.25	0	0	0	0	0	0	0
0	0	0	0	0	16.125	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
4	0	0	0	0	0	6.75	0	0	0	0	0	7.9	0	3.5	0	0	0
0	2.1	0	0	0	0	4.125	0	1.3	0	0	0	0	0	0	3.2	0	0
0	0	3	0	0	0	5.25	0	0	0.8	0	3	0	0	0	0	4.5	0
0	0	0	3	0	0	0	0	0	0	3.4	0	0	0	0	0	0	4.5
0	0	0	0	9.1	0	0	0	6	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	20	0	0	0	0	0	0	8	15	18	0
0	0	0	0	0	0	0	0	3.5	0	0	0	0	8	0	0	0	0
0	0	0	0	0	0	0	0	0	3.2	0	0	0	15	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4.5	0	0	18	0	0	0	24
0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	24	0
